"TIME","GEO","CITIZEN","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2016","France","AF","Total","Total","Person","0",""
"2016","France","BD","Total","Total","Person","0",""
"2016","France","BT","Total","Total","Person","0",""
"2016","France","IN","Total","Total","Person","0",""
"2016","France","IR","Total","Total","Person","0",""
"2016","France","MV","Total","Total","Person","0",""
"2016","France","NP","Total","Total","Person","0",""
"2016","France","PK","Total","Total","Person","0",""
"2016","France","LK","Total","Total","Person","0",""
"2016","France","BN","Total","Total","Person","0",""
"2016","France","KH","Total","Total","Person","0",""
"2016","France","ID","Total","Total","Person","0",""
"2016","France","LA","Total","Total","Person","0",""
"2016","France","MY","Total","Total","Person","0",""
"2016","France","MM","Total","Total","Person","0",""
"2016","France","PH","Total","Total","Person","0",""
"2016","France","SG","Total","Total","Person","0",""
"2016","France","TH","Total","Total","Person","0",""
"2016","France","TL","Total","Total","Person","0",""
"2016","France","VN","Total","Total","Person","0",""
"2016","France","AM","Total","Total","Person","0",""
"2016","France","AZ","Total","Total","Person","0",""
"2016","France","BH","Total","Total","Person","0",""
"2016","France","GE","Total","Total","Person","0",""
"2016","France","IQ","Total","Total","Person","15",""
"2016","France","IL","Total","Total","Person","0",""
"2016","France","JO","Total","Total","Person","0",""
"2016","France","KW","Total","Total","Person","0",""
"2016","France","LB","Total","Total","Person","0",""
"2016","France","PS","Total","Total","Person","0",""
"2016","France","OM","Total","Total","Person","0",""
"2016","France","QA","Total","Total","Person","0",""
"2016","France","SA","Total","Total","Person","0",""
"2016","France","SY","Total","Total","Person","580",""
"2016","France","AE","Total","Total","Person","0",""
"2016","France","YE","Total","Total","Person","0",""
"2016","France","AU","Total","Total","Person","0",""
"2016","France","NZ","Total","Total","Person","0",""
"2016","France","FJ","Total","Total","Person","0",""
"2016","France","PG","Total","Total","Person","0",""
"2016","France","SB","Total","Total","Person","0",""
"2016","France","VU","Total","Total","Person","0",""
"2016","France","KI","Total","Total","Person","0",""
"2016","France","MH","Total","Total","Person","0",""
"2016","France","FM","Total","Total","Person","0",""
"2016","France","NR","Total","Total","Person","0",""
"2016","France","PW","Total","Total","Person","0",""
"2016","France","CK","Total","Total","Person","0",""
"2016","France","WS","Total","Total","Person","0",""
"2016","France","TO","Total","Total","Person","0",""
"2016","France","TV","Total","Total","Person","0",""
"2016","France","TOTAL","Total","Total","Person","600",""
"2017","France","AO","Total","Total","Person","0",""
"2017","France","CM","Total","Total","Person","0",""
"2017","France","CF","Total","Total","Person","15",""
"2017","France","TD","Total","Total","Person","0",""
"2017","France","CG","Total","Total","Person","0",""
"2017","France","CD","Total","Total","Person","30",""
"2017","France","GQ","Total","Total","Person","0",""
"2017","France","GA","Total","Total","Person","0",""
"2017","France","ST","Total","Total","Person","0",""
"2017","France","BI","Total","Total","Person","5",""
"2017","France","KM","Total","Total","Person","0",""
"2017","France","DJ","Total","Total","Person","0",""
"2017","France","ER","Total","Total","Person","35",""
"2017","France","ET","Total","Total","Person","35",""
"2017","France","KE","Total","Total","Person","0",""
"2017","France","MG","Total","Total","Person","0",""
"2017","France","MW","Total","Total","Person","0",""
"2017","France","MU","Total","Total","Person","0",""
"2017","France","MZ","Total","Total","Person","0",""
"2017","France","RW","Total","Total","Person","5",""
"2017","France","SC","Total","Total","Person","0",""
"2017","France","SO","Total","Total","Person","5",""
"2017","France","UG","Total","Total","Person","0",""
"2017","France","TZ","Total","Total","Person","0",""
"2017","France","ZM","Total","Total","Person","0",""
"2017","France","ZW","Total","Total","Person","0",""
"2017","France","DZ","Total","Total","Person","0",""
"2017","France","EG","Total","Total","Person","0",""
"2017","France","LY","Total","Total","Person","0",""
"2017","France","MA","Total","Total","Person","0",""
"2017","France","SS","Total","Total","Person","0",""
"2017","France","SD","Total","Total","Person","25",""
"2017","France","TN","Total","Total","Person","0",""
"2017","France","EH","Total","Total","Person","0",""
"2017","France","BW","Total","Total","Person","0",""
"2017","France","LS","Total","Total","Person","0",""
"2017","France","NA","Total","Total","Person","0",""
"2017","France","ZA","Total","Total","Person","0",""
"2017","France","SZ","Total","Total","Person","0",""
"2017","France","BJ","Total","Total","Person","0",""
"2017","France","BF","Total","Total","Person","0",""
"2017","France","CV","Total","Total","Person","0",""
"2017","France","CI","Total","Total","Person","0",""
"2017","France","GM","Total","Total","Person","0",""
"2017","France","GH","Total","Total","Person","0",""
"2017","France","GN","Total","Total","Person","0",""
"2017","France","GW","Total","Total","Person","0",""
"2017","France","LR","Total","Total","Person","0",""
"2017","France","ML","Total","Total","Person","0",""
"2017","France","MR","Total","Total","Person","0",""
"2017","France","NE","Total","Total","Person","0",""
"2017","France","NG","Total","Total","Person","10",""
"2017","France","SN","Total","Total","Person","0",""
"2017","France","SL","Total","Total","Person","0",""
"2017","France","TG","Total","Total","Person","0",""
"2017","France","CA","Total","Total","Person","0",""
"2017","France","US","Total","Total","Person","0",""
"2017","France","AG","Total","Total","Person","0",""
"2017","France","BS","Total","Total","Person","0",""
"2017","France","BB","Total","Total","Person","0",""
"2017","France","CU","Total","Total","Person","0",""
"2017","France","DM","Total","Total","Person","0",""
"2017","France","DO","Total","Total","Person","0",""
"2017","France","GD","Total","Total","Person","0",""
"2017","France","HT","Total","Total","Person","0",""
"2017","France","JM","Total","Total","Person","0",""
"2017","France","KN","Total","Total","Person","0",""
"2017","France","LC","Total","Total","Person","0",""
"2017","France","VC","Total","Total","Person","0",""
"2017","France","TT","Total","Total","Person","0",""
"2017","France","BZ","Total","Total","Person","0",""
"2017","France","CR","Total","Total","Person","0",""
"2017","France","SV","Total","Total","Person","0",""
"2017","France","GT","Total","Total","Person","0",""
"2017","France","HN","Total","Total","Person","0",""
"2017","France","MX","Total","Total","Person","0",""
"2017","France","NI","Total","Total","Person","0",""
"2017","France","PA","Total","Total","Person","0",""
"2017","France","AR","Total","Total","Person","0",""
"2017","France","BO","Total","Total","Person","0",""
"2017","France","BR","Total","Total","Person","0",""
"2017","France","CL","Total","Total","Person","0",""
"2017","France","CO","Total","Total","Person","0",""
"2017","France","EC","Total","Total","Person","0",""
"2017","France","GY","Total","Total","Person","0",""
"2017","France","PY","Total","Total","Person","0",""
"2017","France","PE","Total","Total","Person","0",""
"2017","France","SR","Total","Total","Person","0",""
"2017","France","UY","Total","Total","Person","0",""
"2017","France","VE","Total","Total","Person","0",""
"2017","France","KZ","Total","Total","Person","0",""
"2017","France","KG","Total","Total","Person","0",""
"2017","France","TJ","Total","Total","Person","0",""
"2017","France","TM","Total","Total","Person","0",""
"2017","France","UZ","Total","Total","Person","0",""
"2017","France","CN","Total","Total","Person","0",""
"2017","France","JP","Total","Total","Person","0",""
"2017","France","MN","Total","Total","Person","0",""
"2017","France","KP","Total","Total","Person","0",""
"2017","France","KR","Total","Total","Person","0",""
"2017","France","TW","Total","Total","Person","0",""
"2017","France","AF","Total","Total","Person","10",""
"2017","France","BD","Total","Total","Person","0",""
"2017","France","BT","Total","Total","Person","0",""
"2017","France","IN","Total","Total","Person","0",""
"2017","France","IR","Total","Total","Person","10",""
"2017","France","MV","Total","Total","Person","0",""
"2017","France","NP","Total","Total","Person","0",""
"2017","France","PK","Total","Total","Person","0",""
"2017","France","LK","Total","Total","Person","5",""
"2017","France","BN","Total","Total","Person","0",""
"2017","France","KH","Total","Total","Person","0",""
"2017","France","ID","Total","Total","Person","0",""
"2017","France","LA","Total","Total","Person","0",""
"2017","France","MY","Total","Total","Person","0",""
"2017","France","MM","Total","Total","Person","0",""
"2017","France","PH","Total","Total","Person","0",""
"2017","France","SG","Total","Total","Person","0",""
"2017","France","TH","Total","Total","Person","0",""
"2017","France","TL","Total","Total","Person","0",""
"2017","France","VN","Total","Total","Person","0",""
"2017","France","AM","Total","Total","Person","0",""
"2017","France","AZ","Total","Total","Person","0",""
"2017","France","BH","Total","Total","Person","0",""
"2017","France","GE","Total","Total","Person","0",""
"2017","France","IQ","Total","Total","Person","65",""
"2017","France","IL","Total","Total","Person","0",""
"2017","France","JO","Total","Total","Person","0",""
"2017","France","KW","Total","Total","Person","0",""
"2017","France","LB","Total","Total","Person","0",""
"2017","France","PS","Total","Total","Person","20",""
"2017","France","OM","Total","Total","Person","0",""
"2017","France","QA","Total","Total","Person","0",""
"2017","France","SA","Total","Total","Person","0",""
"2017","France","SY","Total","Total","Person","2,330",""
"2017","France","AE","Total","Total","Person","0",""
"2017","France","YE","Total","Total","Person","0",""
"2017","France","AU","Total","Total","Person","0",""
"2017","France","NZ","Total","Total","Person","0",""
"2017","France","FJ","Total","Total","Person","0",""
"2017","France","PG","Total","Total","Person","0",""
"2017","France","SB","Total","Total","Person","0",""
"2017","France","VU","Total","Total","Person","0",""
"2017","France","KI","Total","Total","Person","0",""
"2017","France","MH","Total","Total","Person","0",""
"2017","France","FM","Total","Total","Person","0",""
"2017","France","NR","Total","Total","Person","0",""
"2017","France","PW","Total","Total","Person","0",""
"2017","France","CK","Total","Total","Person","0",""
"2017","France","WS","Total","Total","Person","0",""
"2017","France","TO","Total","Total","Person","0",""
"2017","France","TV","Total","Total","Person","0",""
"2017","France","TOTAL","Total","Total","Person","2,620",""
"2018","France","AO","Total","Total","Person",":",""
"2018","France","CM","Total","Total","Person","0",""
"2018","France","CF","Total","Total","Person","115",""
"2018","France","TD","Total","Total","Person","5",""
"2018","France","CG","Total","Total","Person","0",""
"2018","France","CD","Total","Total","Person","30",""
"2018","France","GQ","Total","Total","Person",":",""
"2018","France","GA","Total","Total","Person",":",""
"2018","France","ST","Total","Total","Person",":",""
"2018","France","BI","Total","Total","Person",":",""
"2018","France","KM","Total","Total","Person",":",""
"2018","France","DJ","Total","Total","Person",":",""
"2018","France","ER","Total","Total","Person","165",""
"2018","France","ET","Total","Total","Person","35",""
"2018","France","KE","Total","Total","Person",":",""
"2018","France","MG","Total","Total","Person",":",""
"2018","France","MW","Total","Total","Person",":",""
"2018","France","MU","Total","Total","Person",":",""
"2018","France","MZ","Total","Total","Person",":",""
"2018","France","RW","Total","Total","Person","5",""
"2018","France","SC","Total","Total","Person",":",""
"2018","France","SO","Total","Total","Person","45",""
"2018","France","UG","Total","Total","Person",":",""
"2018","France","TZ","Total","Total","Person",":",""
"2018","France","ZM","Total","Total","Person",":",""
"2018","France","ZW","Total","Total","Person",":",""
"2018","France","DZ","Total","Total","Person",":",""
"2018","France","EG","Total","Total","Person",":",""
"2018","France","LY","Total","Total","Person",":",""
"2018","France","MA","Total","Total","Person","0",""
"2018","France","SS","Total","Total","Person",":",""
"2018","France","SD","Total","Total","Person","330",""
"2018","France","TN","Total","Total","Person",":",""
"2018","France","EH","Total","Total","Person",":",""
"2018","France","BW","Total","Total","Person",":",""
"2018","France","LS","Total","Total","Person",":",""
"2018","France","NA","Total","Total","Person",":",""
"2018","France","ZA","Total","Total","Person",":",""
"2018","France","SZ","Total","Total","Person",":",""
"2018","France","BJ","Total","Total","Person",":",""
"2018","France","BF","Total","Total","Person",":",""
"2018","France","CV","Total","Total","Person",":",""
"2018","France","CI","Total","Total","Person","25",""
"2018","France","GM","Total","Total","Person",":",""
"2018","France","GH","Total","Total","Person",":",""
"2018","France","GN","Total","Total","Person",":",""
"2018","France","GW","Total","Total","Person",":",""
"2018","France","LR","Total","Total","Person",":",""
"2018","France","ML","Total","Total","Person","105",""
"2018","France","MR","Total","Total","Person","0",""
"2018","France","NE","Total","Total","Person",":",""
"2018","France","NG","Total","Total","Person","65",""
"2018","France","SN","Total","Total","Person",":",""
"2018","France","SL","Total","Total","Person",":",""
"2018","France","TG","Total","Total","Person",":",""
"2018","France","CA","Total","Total","Person",":",""
"2018","France","US","Total","Total","Person",":",""
"2018","France","AG","Total","Total","Person",":",""
"2018","France","BS","Total","Total","Person",":",""
"2018","France","BB","Total","Total","Person",":",""
"2018","France","CU","Total","Total","Person","0",""
"2018","France","DM","Total","Total","Person",":",""
"2018","France","DO","Total","Total","Person",":",""
"2018","France","GD","Total","Total","Person",":",""
"2018","France","HT","Total","Total","Person",":",""
"2018","France","JM","Total","Total","Person",":",""
"2018","France","KN","Total","Total","Person",":",""
"2018","France","LC","Total","Total","Person",":",""
"2018","France","VC","Total","Total","Person",":",""
"2018","France","TT","Total","Total","Person",":",""
"2018","France","BZ","Total","Total","Person",":",""
"2018","France","CR","Total","Total","Person",":",""
"2018","France","SV","Total","Total","Person",":",""
"2018","France","GT","Total","Total","Person",":",""
"2018","France","HN","Total","Total","Person",":",""
"2018","France","MX","Total","Total","Person",":",""
"2018","France","NI","Total","Total","Person",":",""
"2018","France","PA","Total","Total","Person",":",""
"2018","France","AR","Total","Total","Person",":",""
"2018","France","BO","Total","Total","Person",":",""
"2018","France","BR","Total","Total","Person",":",""
"2018","France","CL","Total","Total","Person",":",""
"2018","France","CO","Total","Total","Person",":",""
"2018","France","EC","Total","Total","Person",":",""
"2018","France","GY","Total","Total","Person",":",""
"2018","France","PY","Total","Total","Person",":",""
"2018","France","PE","Total","Total","Person",":",""
"2018","France","SR","Total","Total","Person",":",""
"2018","France","UY","Total","Total","Person",":",""
"2018","France","VE","Total","Total","Person",":",""
"2018","France","KZ","Total","Total","Person",":",""
"2018","France","KG","Total","Total","Person",":",""
"2018","France","TJ","Total","Total","Person",":",""
"2018","France","TM","Total","Total","Person",":",""
"2018","France","UZ","Total","Total","Person",":",""
"2018","France","CN","Total","Total","Person",":",""
"2018","France","JP","Total","Total","Person",":",""
"2018","France","MN","Total","Total","Person",":",""
"2018","France","KP","Total","Total","Person",":",""
"2018","France","KR","Total","Total","Person",":",""
"2018","France","TW","Total","Total","Person",":",""
"2018","France","AF","Total","Total","Person","5",""
"2018","France","BD","Total","Total","Person",":",""
"2018","France","BT","Total","Total","Person",":",""
"2018","France","IN","Total","Total","Person",":",""
"2018","France","IR","Total","Total","Person","5",""
"2018","France","MV","Total","Total","Person",":",""
"2018","France","NP","Total","Total","Person",":",""
"2018","France","PK","Total","Total","Person",":",""
"2018","France","LK","Total","Total","Person","5",""
"2018","France","BN","Total","Total","Person",":",""
"2018","France","KH","Total","Total","Person",":",""
"2018","France","ID","Total","Total","Person",":",""
"2018","France","LA","Total","Total","Person","0",""
"2018","France","MY","Total","Total","Person",":",""
"2018","France","MM","Total","Total","Person",":",""
"2018","France","PH","Total","Total","Person",":",""
"2018","France","SG","Total","Total","Person",":",""
"2018","France","TH","Total","Total","Person",":",""
"2018","France","TL","Total","Total","Person",":",""
"2018","France","VN","Total","Total","Person","5",""
"2018","France","AM","Total","Total","Person",":",""
"2018","France","AZ","Total","Total","Person",":",""
"2018","France","BH","Total","Total","Person",":",""
"2018","France","GE","Total","Total","Person",":",""
"2018","France","IQ","Total","Total","Person","95",""
"2018","France","IL","Total","Total","Person",":",""
"2018","France","JO","Total","Total","Person",":",""
"2018","France","KW","Total","Total","Person",":",""
"2018","France","LB","Total","Total","Person",":",""
"2018","France","PS","Total","Total","Person","5",""
"2018","France","OM","Total","Total","Person",":",""
"2018","France","QA","Total","Total","Person",":",""
"2018","France","SA","Total","Total","Person",":",""
"2018","France","SY","Total","Total","Person","4,495",""
"2018","France","AE","Total","Total","Person",":",""
"2018","France","YE","Total","Total","Person",":",""
"2018","France","AU","Total","Total","Person",":",""
"2018","France","NZ","Total","Total","Person",":",""
"2018","France","FJ","Total","Total","Person",":",""
"2018","France","PG","Total","Total","Person",":",""
"2018","France","SB","Total","Total","Person",":",""
"2018","France","VU","Total","Total","Person",":",""
"2018","France","KI","Total","Total","Person",":",""
"2018","France","MH","Total","Total","Person",":",""
"2018","France","FM","Total","Total","Person",":",""
"2018","France","NR","Total","Total","Person",":",""
"2018","France","PW","Total","Total","Person",":",""
"2018","France","CK","Total","Total","Person",":",""
"2018","France","WS","Total","Total","Person",":",""
"2018","France","TO","Total","Total","Person",":",""
"2018","France","TV","Total","Total","Person",":",""
"2018","France","TOTAL","Total","Total","Person","5,565",""
"2019","France","AO","Total","Total","Person","5",""
"2019","France","CM","Total","Total","Person","5",""
"2019","France","CF","Total","Total","Person","340",""
"2019","France","TD","Total","Total","Person","10",""
"2019","France","CG","Total","Total","Person","0",""
"2019","France","CD","Total","Total","Person","20",""
"2019","France","GQ","Total","Total","Person","0",""
"2019","France","GA","Total","Total","Person","0",""
"2019","France","ST","Total","Total","Person","0",""
"2019","France","BI","Total","Total","Person","0",""
"2019","France","KM","Total","Total","Person","0",""
"2019","France","DJ","Total","Total","Person","0",""
"2019","France","ER","Total","Total","Person","375",""
"2019","France","ET","Total","Total","Person","55",""
"2019","France","KE","Total","Total","Person","0",""
"2019","France","MG","Total","Total","Person","0",""
"2019","France","MW","Total","Total","Person","0",""
"2019","France","MU","Total","Total","Person","0",""
"2019","France","MZ","Total","Total","Person","0",""
"2019","France","RW","Total","Total","Person","0",""
"2019","France","SC","Total","Total","Person","0",""
"2019","France","SO","Total","Total","Person","80",""
"2019","France","UG","Total","Total","Person","0",""
"2019","France","TZ","Total","Total","Person","0",""
"2019","France","ZM","Total","Total","Person","0",""
"2019","France","ZW","Total","Total","Person","0",""
"2019","France","DZ","Total","Total","Person","0",""
"2019","France","EG","Total","Total","Person","5",""
"2019","France","LY","Total","Total","Person","0",""
"2019","France","MA","Total","Total","Person","0",""
"2019","France","SS","Total","Total","Person","15",""
"2019","France","SD","Total","Total","Person","1,210",""
"2019","France","TN","Total","Total","Person","5",""
"2019","France","EH","Total","Total","Person","0",""
"2019","France","BW","Total","Total","Person","0",""
"2019","France","LS","Total","Total","Person","0",""
"2019","France","NA","Total","Total","Person","0",""
"2019","France","ZA","Total","Total","Person","0",""
"2019","France","SZ","Total","Total","Person","0",""
"2019","France","BJ","Total","Total","Person","0",""
"2019","France","BF","Total","Total","Person","0",""
"2019","France","CV","Total","Total","Person","0",""
"2019","France","CI","Total","Total","Person","25",""
"2019","France","GM","Total","Total","Person","0",""
"2019","France","GH","Total","Total","Person","0",""
"2019","France","GN","Total","Total","Person","5",""
"2019","France","GW","Total","Total","Person","0",""
"2019","France","LR","Total","Total","Person","0",""
"2019","France","ML","Total","Total","Person","65",""
"2019","France","MR","Total","Total","Person","0",""
"2019","France","NE","Total","Total","Person","0",""
"2019","France","NG","Total","Total","Person","165",""
"2019","France","SN","Total","Total","Person","15",""
"2019","France","SL","Total","Total","Person","0",""
"2019","France","TG","Total","Total","Person","0",""
"2019","France","CA","Total","Total","Person","0",""
"2019","France","US","Total","Total","Person","0",""
"2019","France","AG","Total","Total","Person","0",""
"2019","France","BS","Total","Total","Person","0",""
"2019","France","BB","Total","Total","Person","0",""
"2019","France","CU","Total","Total","Person","0",""
"2019","France","DM","Total","Total","Person","0",""
"2019","France","DO","Total","Total","Person","0",""
"2019","France","GD","Total","Total","Person","0",""
"2019","France","HT","Total","Total","Person","0",""
"2019","France","JM","Total","Total","Person","0",""
"2019","France","KN","Total","Total","Person","0",""
"2019","France","LC","Total","Total","Person","0",""
"2019","France","VC","Total","Total","Person","0",""
"2019","France","TT","Total","Total","Person","0",""
"2019","France","BZ","Total","Total","Person","0",""
"2019","France","CR","Total","Total","Person","0",""
"2019","France","SV","Total","Total","Person","0",""
"2019","France","GT","Total","Total","Person","0",""
"2019","France","HN","Total","Total","Person","0",""
"2019","France","MX","Total","Total","Person","0",""
"2019","France","NI","Total","Total","Person","0",""
"2019","France","PA","Total","Total","Person","0",""
"2019","France","AR","Total","Total","Person","0",""
"2019","France","BO","Total","Total","Person","0",""
"2019","France","BR","Total","Total","Person","0",""
"2019","France","CL","Total","Total","Person","0",""
"2019","France","CO","Total","Total","Person","0",""
"2019","France","EC","Total","Total","Person","0",""
"2019","France","GY","Total","Total","Person","0",""
"2019","France","PY","Total","Total","Person","0",""
"2019","France","PE","Total","Total","Person","0",""
"2019","France","SR","Total","Total","Person","0",""
"2019","France","UY","Total","Total","Person","0",""
"2019","France","VE","Total","Total","Person","0",""
"2019","France","KZ","Total","Total","Person","0",""
"2019","France","KG","Total","Total","Person","0",""
"2019","France","TJ","Total","Total","Person","0",""
"2019","France","TM","Total","Total","Person","0",""
"2019","France","UZ","Total","Total","Person","0",""
"2019","France","CN","Total","Total","Person","0",""
"2019","France","JP","Total","Total","Person","0",""
"2019","France","MN","Total","Total","Person","0",""
"2019","France","KP","Total","Total","Person","0",""
"2019","France","KR","Total","Total","Person","0",""
"2019","France","TW","Total","Total","Person","0",""
"2019","France","AF","Total","Total","Person","15",""
"2019","France","BD","Total","Total","Person","0",""
"2019","France","BT","Total","Total","Person","0",""
"2019","France","IN","Total","Total","Person","0",""
"2019","France","IR","Total","Total","Person","0",""
"2019","France","MV","Total","Total","Person","0",""
"2019","France","NP","Total","Total","Person","0",""
"2019","France","PK","Total","Total","Person","0",""
"2019","France","LK","Total","Total","Person","10",""
"2019","France","BN","Total","Total","Person","0",""
"2019","France","KH","Total","Total","Person","10",""
"2019","France","ID","Total","Total","Person","0",""
"2019","France","LA","Total","Total","Person","0",""
"2019","France","MY","Total","Total","Person","0",""
"2019","France","MM","Total","Total","Person","0",""
"2019","France","PH","Total","Total","Person","0",""
"2019","France","SG","Total","Total","Person","0",""
"2019","France","TH","Total","Total","Person","0",""
"2019","France","TL","Total","Total","Person","0",""
"2019","France","VN","Total","Total","Person","0",""
"2019","France","AM","Total","Total","Person","0",""
"2019","France","AZ","Total","Total","Person","0",""
"2019","France","BH","Total","Total","Person","0",""
"2019","France","GE","Total","Total","Person","0",""
"2019","France","IQ","Total","Total","Person","410",""
"2019","France","IL","Total","Total","Person","0",""
"2019","France","JO","Total","Total","Person","5",""
"2019","France","KW","Total","Total","Person","0",""
"2019","France","LB","Total","Total","Person","0",""
"2019","France","PS","Total","Total","Person","5",""
"2019","France","OM","Total","Total","Person","0",""
"2019","France","QA","Total","Total","Person","0",""
"2019","France","SA","Total","Total","Person","0",""
"2019","France","SY","Total","Total","Person","2,735",""
"2019","France","AE","Total","Total","Person","0",""
"2019","France","YE","Total","Total","Person","10",""
"2019","France","AU","Total","Total","Person","0",""
"2019","France","NZ","Total","Total","Person","0",""
"2019","France","FJ","Total","Total","Person","0",""
"2019","France","PG","Total","Total","Person","0",""
"2019","France","SB","Total","Total","Person","0",""
"2019","France","VU","Total","Total","Person","0",""
"2019","France","KI","Total","Total","Person","0",""
"2019","France","MH","Total","Total","Person","0",""
"2019","France","FM","Total","Total","Person","0",""
"2019","France","NR","Total","Total","Person","0",""
"2019","France","PW","Total","Total","Person","0",""
"2019","France","CK","Total","Total","Person","0",""
"2019","France","WS","Total","Total","Person","0",""
"2019","France","TO","Total","Total","Person","0",""
"2019","France","TV","Total","Total","Person","0",""
"2019","France","TOTAL","Total","Total","Person","5,600",""
